"subject_no" "activity" "variable" "average"
"11728" 4 "WALKING_DOWNSTAIRS" "fBodyGyromeanFreq()Z" 0.3770740968
"11729" 4 "WALKING_DOWNSTAIRS" "fBodyGyrostd()X" -0.414919000955556
"11730" 4 "WALKING_DOWNSTAIRS" "fBodyGyrostd()Y" -0.691518367333333
"11731" 4 "WALKING_DOWNSTAIRS" "fBodyGyrostd()Z" -0.621658471333333
"11732" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMagmean()" -0.228851413747333
"11733" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMagstd()" -0.216858921977778
"11734" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkmean()X" 0.0971862748866667
"11735" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkmean()Y" 0.00563780215111111
"11736" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkmean()Z" -0.00729137766444444
"11737" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkstd()X" -0.145759708684667
"11738" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkstd()Y" -0.146242294857778
"11739" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkstd()Z" -0.626646986888889
"11740" 4 "WALKING_DOWNSTAIRS" "tBodyAccMagmean()" -0.0491616726733333
"11741" 4 "WALKING_DOWNSTAIRS" "tBodyAccMagstd()" -0.0819559041111111
"11742" 4 "WALKING_DOWNSTAIRS" "tBodyAccmean()X" 0.279965329555556
"11743" 4 "WALKING_DOWNSTAIRS" "tBodyAccmean()Y" -0.00980200850666667
"11744" 4 "WALKING_DOWNSTAIRS" "tBodyAccmean()Z" -0.1067775246
"11745" 4 "WALKING_DOWNSTAIRS" "tBodyAccstd()X" 0.0111935496222222
"11746" 4 "WALKING_DOWNSTAIRS" "tBodyAccstd()Y" -0.21859832499
"11747" 4 "WALKING_DOWNSTAIRS" "tBodyAccstd()Z" -0.479185977111111
"11748" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagmean()" -0.592843014888889
"11749" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagstd()" -0.637079543555556
"11750" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmean()X" -0.0921282734666667
"11751" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmean()Y" -0.0348434913444444
"11752" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmean()Z" -0.0492836435688889
"11753" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstd()X" -0.395995494444444
"11754" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstd()Y" -0.816858240222222
"11755" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstd()Z" -0.325780073711111
"11756" 4 "WALKING_DOWNSTAIRS" "tBodyGyroMagmean()" -0.3466062928
"11757" 4 "WALKING_DOWNSTAIRS" "tBodyGyroMagstd()" -0.3805726254
"11758" 4 "WALKING_DOWNSTAIRS" "tBodyGyromean()X" -0.102838822533333
"11759" 4 "WALKING_DOWNSTAIRS" "tBodyGyromean()Y" -0.0704025952333333
"11760" 4 "WALKING_DOWNSTAIRS" "tBodyGyromean()Z" 0.05926394948
"11761" 4 "WALKING_DOWNSTAIRS" "tBodyGyrostd()X" -0.370244695288889
"11762" 4 "WALKING_DOWNSTAIRS" "tBodyGyrostd()Y" -0.699453537111111
"11763" 4 "WALKING_DOWNSTAIRS" "tBodyGyrostd()Z" -0.498480800444444
"11764" 4 "WALKING_DOWNSTAIRS" "tGravityAccMagmean()" -0.0491616726733333
"11765" 4 "WALKING_DOWNSTAIRS" "tGravityAccMagstd()" -0.0819559041111111
"11766" 4 "WALKING_DOWNSTAIRS" "tGravityAccmean()X" 0.947731858666667
"11767" 4 "WALKING_DOWNSTAIRS" "tGravityAccmean()Y" -0.0620852772955556
"11768" 4 "WALKING_DOWNSTAIRS" "tGravityAccmean()Z" 0.148714808888889
"11769" 4 "WALKING_DOWNSTAIRS" "tGravityAccstd()X" -0.955258881333333
"11770" 4 "WALKING_DOWNSTAIRS" "tGravityAccstd()Y" -0.932066041111111
"11771" 4 "WALKING_DOWNSTAIRS" "tGravityAccstd()Z" -0.937753794444444
"11772" 4 "WALKING_UPSTAIRS" "fBodyAccJerkmean()X" -0.418304647307692
"11773" 4 "WALKING_UPSTAIRS" "fBodyAccJerkmean()Y" -0.297805187243462
"11774" 4 "WALKING_UPSTAIRS" "fBodyAccJerkmean()Z" -0.690106934230769
"11775" 4 "WALKING_UPSTAIRS" "fBodyAccJerkmeanFreq()X" -0.379653611346154
"11776" 4 "WALKING_UPSTAIRS" "fBodyAccJerkmeanFreq()Y" -0.39270192625
"11777" 4 "WALKING_UPSTAIRS" "fBodyAccJerkmeanFreq()Z" -0.319649297096154
"11778" 4 "WALKING_UPSTAIRS" "fBodyAccJerkstd()X" -0.396762584807692
"11779" 4 "WALKING_UPSTAIRS" "fBodyAccJerkstd()Y" -0.314525030788462
"11780" 4 "WALKING_UPSTAIRS" "fBodyAccJerkstd()Z" -0.762772175
"11781" 4 "WALKING_UPSTAIRS" "fBodyAccMagmean()" -0.276825498230769
"11782" 4 "WALKING_UPSTAIRS" "fBodyAccMagmeanFreq()" -0.108017171661154
"11783" 4 "WALKING_UPSTAIRS" "fBodyAccMagstd()" -0.301005898461538
"11784" 4 "WALKING_UPSTAIRS" "fBodyAccmean()X" -0.294488270365385
"11785" 4 "WALKING_UPSTAIRS" "fBodyAccmean()Y" -0.117109161492308
"11786" 4 "WALKING_UPSTAIRS" "fBodyAccmean()Z" -0.524655722692308
"11787" 4 "WALKING_UPSTAIRS" "fBodyAccmeanFreq()X" -0.486811749615385
"11788" 4 "WALKING_UPSTAIRS" "fBodyAccmeanFreq()Y" -0.0662348475480769
"11789" 4 "WALKING_UPSTAIRS" "fBodyAccmeanFreq()Z" -0.230536706554615
"11790" 4 "WALKING_UPSTAIRS" "fBodyAccstd()X" -0.173217219014423
"11791" 4 "WALKING_UPSTAIRS" "fBodyAccstd()Y" -0.101434446040385
"11792" 4 "WALKING_UPSTAIRS" "fBodyAccstd()Z" -0.345109817692308
"11793" 4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagmean()" -0.397406285
"11794" 4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagmeanFreq()" 0.0497462736942308
"11795" 4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagstd()" -0.497324087307692
"11796" 4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagmean()" -0.740749226346154
"11797" 4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagmeanFreq()" 0.179517012258654
"11798" 4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagstd()" -0.794209483076923
"11799" 4 "WALKING_UPSTAIRS" "fBodyBodyGyroMagmean()" -0.575794072115385
"11800" 4 "WALKING_UPSTAIRS" "fBodyBodyGyroMagmeanFreq()" -0.150274479246154
"11801" 4 "WALKING_UPSTAIRS" "fBodyBodyGyroMagstd()" -0.552489628846154
"11802" 4 "WALKING_UPSTAIRS" "fBodyGyromean()X" -0.3710689925
"11803" 4 "WALKING_UPSTAIRS" "fBodyGyromean()Y" -0.684310201538462
"11804" 4 "WALKING_UPSTAIRS" "fBodyGyromean()Z" -0.350765737115385
"11805" 4 "WALKING_UPSTAIRS" "fBodyGyromeanFreq()X" -0.206073104096154
"11806" 4 "WALKING_UPSTAIRS" "fBodyGyromeanFreq()Y" -0.491527600961538
"11807" 4 "WALKING_UPSTAIRS" "fBodyGyromeanFreq()Z" -0.130134208057692
"11808" 4 "WALKING_UPSTAIRS" "fBodyGyrostd()X" -0.483548693461538
"11809" 4 "WALKING_UPSTAIRS" "fBodyGyrostd()Y" -0.489824279230769
"11810" 4 "WALKING_UPSTAIRS" "fBodyGyrostd()Z" -0.424533512307692
"11811" 4 "WALKING_UPSTAIRS" "tBodyAccJerkMagmean()" -0.400922254807692
"11812" 4 "WALKING_UPSTAIRS" "tBodyAccJerkMagstd()" -0.437261477884615
"11813" 4 "WALKING_UPSTAIRS" "tBodyAccJerkmean()X" 0.0560971909634615
"11814" 4 "WALKING_UPSTAIRS" "tBodyAccJerkmean()Y" 0.0234018993153846
"11815" 4 "WALKING_UPSTAIRS" "tBodyAccJerkmean()Z" 0.00340280836730769
"11816" 4 "WALKING_UPSTAIRS" "tBodyAccJerkstd()X" -0.380488027307692
"11817" 4 "WALKING_UPSTAIRS" "tBodyAccJerkstd()Y" -0.281543175326923
"11818" 4 "WALKING_UPSTAIRS" "tBodyAccJerkstd()Z" -0.726495311923077
"11819" 4 "WALKING_UPSTAIRS" "tBodyAccMagmean()" -0.153703935357692
"11820" 4 "WALKING_UPSTAIRS" "tBodyAccMagstd()" -0.212012300480769
"11821" 4 "WALKING_UPSTAIRS" "tBodyAccmean()X" 0.270876696730769
"11822" 4 "WALKING_UPSTAIRS" "tBodyAccmean()Y" -0.0319804295729615
"11823" 4 "WALKING_UPSTAIRS" "tBodyAccmean()Z" -0.114219455519231
"11824" 4 "WALKING_UPSTAIRS" "tBodyAccstd()X" -0.204933042903846
"11825" 4 "WALKING_UPSTAIRS" "tBodyAccstd()Y" -0.0666899105180769
"11826" 4 "WALKING_UPSTAIRS" "tBodyAccstd()Z" -0.372137777692308
"11827" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkMagmean()" -0.686978374423077
"11828" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkMagstd()" -0.755270457692308
"11829" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkmean()X" -0.1314720713
"11830" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkmean()Y" -0.0390508828865385
"11831" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkmean()Z" -0.0722496260807692
"11832" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkstd()X" -0.533666803846154
"11833" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkstd()Y" -0.840722752692308
"11834" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkstd()Z" -0.556236584807692
"11835" 4 "WALKING_UPSTAIRS" "tBodyGyroMagmean()" -0.299779407884615
"11836" 4 "WALKING_UPSTAIRS" "tBodyGyroMagstd()" -0.510974134423077
"11837" 4 "WALKING_UPSTAIRS" "tBodyGyromean()X" 0.0393825198942308
"11838" 4 "WALKING_UPSTAIRS" "tBodyGyromean()Y" -0.0859471683596154
"11839" 4 "WALKING_UPSTAIRS" "tBodyGyromean()Z" 0.0843753843384615
"11840" 4 "WALKING_UPSTAIRS" "tBodyGyrostd()X" -0.454431043269231
"11841" 4 "WALKING_UPSTAIRS" "tBodyGyrostd()Y" -0.551185569230769
"11842" 4 "WALKING_UPSTAIRS" "tBodyGyrostd()Z" -0.360811047884615
"11843" 4 "WALKING_UPSTAIRS" "tGravityAccMagmean()" -0.153703935357692
"11844" 4 "WALKING_UPSTAIRS" "tGravityAccMagstd()" -0.212012300480769
"11845" 4 "WALKING_UPSTAIRS" "tGravityAccmean()X" 0.946264314423077
"11846" 4 "WALKING_UPSTAIRS" "tGravityAccmean()Y" -0.232944304615385
"11847" 4 "WALKING_UPSTAIRS" "tGravityAccmean()Z" 0.0841675382884615
"11848" 4 "WALKING_UPSTAIRS" "tGravityAccstd()X" -0.958495235576923
"11849" 4 "WALKING_UPSTAIRS" "tGravityAccstd()Y" -0.923376019038462
"11850" 4 "WALKING_UPSTAIRS" "tGravityAccstd()Z" -0.919619453269231
"11851" 5 "LAYING" "fBodyAccJerkmean()X" -0.982689657115385
"11852" 5 "LAYING" "fBodyAccJerkmean()Y" -0.965328566153846
"11853" 5 "LAYING" "fBodyAccJerkmean()Z" -0.983250309423077
"11854" 5 "LAYING" "fBodyAccJerkmeanFreq()X" 0.239915157321154
"11855" 5 "LAYING" "fBodyAccJerkmeanFreq()Y" 0.195677336307692
"11856" 5 "LAYING" "fBodyAccJerkmeanFreq()Z" 0.0916938788480769
"11857" 5 "LAYING" "fBodyAccJerkstd()X" -0.985625270384615
"11858" 5 "LAYING" "fBodyAccJerkstd()Y" -0.96624258
"11859" 5 "LAYING" "fBodyAccJerkstd()Z" -0.986135599038461
"11860" 5 "LAYING" "fBodyAccMagmean()" -0.962234984038462
"11861" 5 "LAYING" "fBodyAccMagmeanFreq()" 0.292032094967308
"11862" 5 "LAYING" "fBodyAccMagstd()" -0.962525369423077
"11863" 5 "LAYING" "fBodyAccmean()X" -0.968741678461538
"11864" 5 "LAYING" "fBodyAccmean()Y" -0.965419520961538
"11865" 5 "LAYING" "fBodyAccmean()Z" -0.977007724615385
"11866" 5 "LAYING" "fBodyAccmeanFreq()X" -0.135632454076923
"11867" 5 "LAYING" "fBodyAccmeanFreq()Y" 0.466528231788462
"11868" 5 "LAYING" "fBodyAccmeanFreq()Z" 0.132310871284615
"11869" 5 "LAYING" "fBodyAccstd()X" -0.964953893653846
"11870" 5 "LAYING" "fBodyAccstd()Y" -0.972909186730769
"11871" 5 "LAYING" "fBodyAccstd()Z" -0.965882191153846
"11872" 5 "LAYING" "fBodyBodyAccJerkMagmean()" -0.977356379807692
"11873" 5 "LAYING" "fBodyBodyAccJerkMagmeanFreq()" 0.197005001461538
"11874" 5 "LAYING" "fBodyBodyAccJerkMagstd()" -0.976381934807692
"11875" 5 "LAYING" "fBodyBodyGyroJerkMagmean()" -0.984618025769231
"11876" 5 "LAYING" "fBodyBodyGyroJerkMagmeanFreq()" 0.0247367106615385
"11877" 5 "LAYING" "fBodyBodyGyroJerkMagstd()" -0.983434493076923
"11878" 5 "LAYING" "fBodyBodyGyroMagmean()" -0.968257068846154
"11879" 5 "LAYING" "fBodyBodyGyroMagmeanFreq()" 0.102441765923077
"11880" 5 "LAYING" "fBodyBodyGyroMagstd()" -0.959263063269231
"11881" 5 "LAYING" "fBodyGyromean()X" -0.975797491730769
"11882" 5 "LAYING" "fBodyGyromean()Y" -0.978249645769231
"11883" 5 "LAYING" "fBodyGyromean()Z" -0.963202948461538
"11884" 5 "LAYING" "fBodyGyromeanFreq()X" -0.0227235857115385
"11885" 5 "LAYING" "fBodyGyromeanFreq()Y" 0.06812484775
"11886" 5 "LAYING" "fBodyGyromeanFreq()Z" 0.0413600281009615
"11887" 5 "LAYING" "fBodyGyrostd()X" -0.980705769807692
"11888" 5 "LAYING" "fBodyGyrostd()Y" -0.977257800961538
"11889" 5 "LAYING" "fBodyGyrostd()Z" -0.963305738076923
"11890" 5 "LAYING" "tBodyAccJerkMagmean()" -0.980141253846154
"11891" 5 "LAYING" "tBodyAccJerkMagstd()" -0.977477145384615
"11892" 5 "LAYING" "tBodyAccJerkmean()X" 0.0848164824230769
"11893" 5 "LAYING" "tBodyAccJerkmean()Y" 0.00747460829615385
"11894" 5 "LAYING" "tBodyAccJerkmean()Z" -0.00304067159653846
"11895" 5 "LAYING" "tBodyAccJerkstd()X" -0.983307862115385
"11896" 5 "LAYING" "tBodyAccJerkstd()Y" -0.964560430961538
"11897" 5 "LAYING" "tBodyAccJerkstd()Z" -0.985419368461538
"11898" 5 "LAYING" "tBodyAccMagmean()" -0.966777882884615
"11899" 5 "LAYING" "tBodyAccMagstd()" -0.958612786346154
"11900" 5 "LAYING" "tBodyAccmean()X" 0.278334325576923
"11901" 5 "LAYING" "tBodyAccmean()Y" -0.0183042123269231
"11902" 5 "LAYING" "tBodyAccmean()Z" -0.107937603673077
"11903" 5 "LAYING" "tBodyAccstd()X" -0.965934509615385
"11904" 5 "LAYING" "tBodyAccstd()Y" -0.969295613269231
"11905" 5 "LAYING" "tBodyAccstd()Z" -0.968562516346154
"11906" 5 "LAYING" "tBodyGyroJerkMagmean()" -0.9864194225
"11907" 5 "LAYING" "tBodyGyroJerkMagstd()" -0.98377138
"11908" 5 "LAYING" "tBodyGyroJerkmean()X" -0.102114125
"11909" 5 "LAYING" "tBodyGyroJerkmean()Y" -0.0404446925288462
"11910" 5 "LAYING" "tBodyGyroJerkmean()Z" -0.07083096875
"11911" 5 "LAYING" "tBodyGyroJerkstd()X" -0.983422257692308
"11912" 5 "LAYING" "tBodyGyroJerkstd()Y" -0.983759479230769
"11913" 5 "LAYING" "tBodyGyroJerkstd()Z" -0.989679592307692
"11914" 5 "LAYING" "tBodyGyroMagmean()" -0.946938300576923
"11915" 5 "LAYING" "tBodyGyroMagstd()" -0.958287921923077
"11916" 5 "LAYING" "tBodyGyromean()X" -0.0218935013501923
"11917" 5 "LAYING" "tBodyGyromean()Y" -0.0798709596153846
"11918" 5 "LAYING" "tBodyGyromean()Z" 0.159894366942308
"11919" 5 "LAYING" "tBodyGyrostd()X" -0.979498706538461
"11920" 5 "LAYING" "tBodyGyrostd()Y" -0.977427370576923
"11921" 5 "LAYING" "tBodyGyrostd()Z" -0.960583776923077
"11922" 5 "LAYING" "tGravityAccMagmean()" -0.966777882884615
"11923" 5 "LAYING" "tGravityAccMagstd()" -0.958612786346154
"11924" 5 "LAYING" "tGravityAccmean()X" -0.483470597692308
"11925" 5 "LAYING" "tGravityAccmean()Y" 0.954890346153846
"11926" 5 "LAYING" "tGravityAccmean()Z" 0.263644691923077
"11927" 5 "LAYING" "tGravityAccstd()X" -0.945695336153846
"11928" 5 "LAYING" "tGravityAccstd()Y" -0.985964053846154
"11929" 5 "LAYING" "tGravityAccstd()Z" -0.977076645
"11930" 5 "SITTING" "fBodyAccJerkmean()X" -0.976024951136364
"11931" 5 "SITTING" "fBodyAccJerkmean()Y" -0.954237489772727
"11932" 5 "SITTING" "fBodyAccJerkmean()Z" -0.969501330681818
"11933" 5 "SITTING" "fBodyAccJerkmeanFreq()X" 0.0757356169022727
"11934" 5 "SITTING" "fBodyAccJerkmeanFreq()Y" -0.131861736040909
"11935" 5 "SITTING" "fBodyAccJerkmeanFreq()Z" -0.0644960732795455
"11936" 5 "SITTING" "fBodyAccJerkstd()X" -0.976530547272727
"11937" 5 "SITTING" "fBodyAccJerkstd()Y" -0.954464442045455
"11938" 5 "SITTING" "fBodyAccJerkstd()Z" -0.97602233
"11939" 5 "SITTING" "fBodyAccMagmean()" -0.936290604545455
"11940" 5 "SITTING" "fBodyAccMagmeanFreq()" 0.0586075165227273
"11941" 5 "SITTING" "fBodyAccMagstd()" -0.925669291136364
"11942" 5 "SITTING" "fBodyAccmean()X" -0.977450812045455
"11943" 5 "SITTING" "fBodyAccmean()Y" -0.921434735681818
"11944" 5 "SITTING" "fBodyAccmean()Z" -0.946064216818182
"11945" 5 "SITTING" "fBodyAccmeanFreq()X" -0.0209330490795455
"11946" 5 "SITTING" "fBodyAccmeanFreq()Y" 0.0684590033636364
"11947" 5 "SITTING" "fBodyAccmeanFreq()Z" 0.0403161796295455
"11948" 5 "SITTING" "fBodyAccstd()X" -0.9825908425
"11949" 5 "SITTING" "fBodyAccstd()Y" -0.9022915301
"11950" 5 "SITTING" "fBodyAccstd()Z" -0.92184351
"11951" 5 "SITTING" "fBodyBodyAccJerkMagmean()" -0.964440302272727
"11952" 5 "SITTING" "fBodyBodyAccJerkMagmeanFreq()" 0.245936717454545
"11953" 5 "SITTING" "fBodyBodyAccJerkMagstd()" -0.966545323409091
"11954" 5 "SITTING" "fBodyBodyGyroJerkMagmean()" -0.971598370227273
"11955" 5 "SITTING" "fBodyBodyGyroJerkMagmeanFreq()" 0.08129013264
"11956" 5 "SITTING" "fBodyBodyGyroJerkMagstd()" -0.970675403409091
"11957" 5 "SITTING" "fBodyBodyGyroMagmean()" -0.944760322045455
"11958" 5 "SITTING" "fBodyBodyGyroMagmeanFreq()" -0.00578350086590909
"11959" 5 "SITTING" "fBodyBodyGyroMagstd()" -0.934746865454545
"11960" 5 "SITTING" "fBodyGyromean()X" -0.957117251818182
"11961" 5 "SITTING" "fBodyGyromean()Y" -0.955460359318182
"11962" 5 "SITTING" "fBodyGyromean()Z" -0.938003425909091
"11963" 5 "SITTING" "fBodyGyromeanFreq()X" 0.125891358536364
"11964" 5 "SITTING" "fBodyGyromeanFreq()Y" -0.187706341013636
"11965" 5 "SITTING" "fBodyGyromeanFreq()Z" 0.0966833908409091
"11966" 5 "SITTING" "fBodyGyrostd()X" -0.969390369318182
"11967" 5 "SITTING" "fBodyGyrostd()Y" -0.947571471590909
"11968" 5 "SITTING" "fBodyGyrostd()Z" -0.947346476590909
"11969" 5 "SITTING" "tBodyAccJerkMagmean()" -0.969320155681818
"11970" 5 "SITTING" "tBodyAccJerkMagstd()" -0.965757731590909
"11971" 5 "SITTING" "tBodyAccJerkmean()X" 0.0749577410909091
"11972" 5 "SITTING" "tBodyAccJerkmean()Y" -0.00278773346136363
"11973" 5 "SITTING" "tBodyAccJerkmean()Z" 0.00338609594827273
"11974" 5 "SITTING" "tBodyAccJerkstd()X" -0.975204850227273
"11975" 5 "SITTING" "tBodyAccJerkstd()Y" -0.952786261136364
"11976" 5 "SITTING" "tBodyAccJerkstd()Z" -0.973436529545455
"11977" 5 "SITTING" "tBodyAccMagmean()" -0.9379783225
"11978" 5 "SITTING" "tBodyAccMagstd()" -0.920939027727273
"11979" 5 "SITTING" "tBodyAccmean()X" 0.273694139545455
"11980" 5 "SITTING" "tBodyAccmean()Y" -0.00990083527045455
"11981" 5 "SITTING" "tBodyAccmean()Z" -0.108540300265909
"11982" 5 "SITTING" "tBodyAccstd()X" -0.980945022045455
"11983" 5 "SITTING" "tBodyAccstd()Y" -0.904335121022727
"11984" 5 "SITTING" "tBodyAccstd()Z" -0.926094740227273
"11985" 5 "SITTING" "tBodyGyroJerkMagmean()" -0.973848287045455
"11986" 5 "SITTING" "tBodyGyroJerkMagstd()" -0.970392610454546
"11987" 5 "SITTING" "tBodyGyroJerkmean()X" -0.0889747665681818
"11988" 5 "SITTING" "tBodyGyroJerkmean()Y" -0.0454702982386364
"11989" 5 "SITTING" "tBodyGyroJerkmean()Z" -0.0487714733568182
"11990" 5 "SITTING" "tBodyGyroJerkstd()X" -0.966037012045455
"11991" 5 "SITTING" "tBodyGyroJerkstd()Y" -0.975433911363636
"11992" 5 "SITTING" "tBodyGyroJerkstd()Z" -0.964878512727273
"11993" 5 "SITTING" "tBodyGyroMagmean()" -0.934301646590909
"11994" 5 "SITTING" "tBodyGyroMagstd()" -0.931414810454545
"11995" 5 "SITTING" "tBodyGyromean()X" -0.0422355209795455
"11996" 5 "SITTING" "tBodyGyromean()Y" -0.0835484079545455
"11997" 5 "SITTING" "tBodyGyromean()Z" 0.0823934451590909
"11998" 5 "SITTING" "tBodyGyrostd()X" -0.966225485
"11999" 5 "SITTING" "tBodyGyrostd()Y" -0.950064068181818
"12000" 5 "SITTING" "tBodyGyrostd()Z" -0.940637937045455
"12001" 5 "SITTING" "tGravityAccMagmean()" -0.9379783225
"12002" 5 "SITTING" "tGravityAccMagstd()" -0.920939027727273
"12003" 5 "SITTING" "tGravityAccmean()X" 0.880731443863636
"12004" 5 "SITTING" "tGravityAccmean()Y" 0.168445524
"12005" 5 "SITTING" "tGravityAccmean()Z" 0.143006857611364
"12006" 5 "SITTING" "tGravityAccstd()X" -0.983137541590909
"12007" 5 "SITTING" "tGravityAccstd()Y" -0.939942979795454
"12008" 5 "SITTING" "tGravityAccstd()Z" -0.945008999545455
"12009" 5 "STANDING" "fBodyAccJerkmean()X" -0.963059235178571
"12010" 5 "STANDING" "fBodyAccJerkmean()Y" -0.93137020875
"12011" 5 "STANDING" "fBodyAccJerkmean()Z" -0.958438726607143
"12012" 5 "STANDING" "fBodyAccJerkmeanFreq()X" 0.150463078469643
"12013" 5 "STANDING" "fBodyAccJerkmeanFreq()Y" -0.143681804520893
"12014" 5 "STANDING" "fBodyAccJerkmeanFreq()Z" -0.0333637020357143
"12015" 5 "STANDING" "fBodyAccJerkstd()X" -0.965778920714286
"12016" 5 "STANDING" "fBodyAccJerkstd()Y" -0.936202600714286
"12017" 5 "STANDING" "fBodyAccJerkstd()Z" -0.96807230125
"12018" 5 "STANDING" "fBodyAccMagmean()" -0.9046413925
"12019" 5 "STANDING" "fBodyAccMagmeanFreq()" -0.0169422323298214
"12020" 5 "STANDING" "fBodyAccMagstd()" -0.886745170714286
"12021" 5 "STANDING" "fBodyAccmean()X" -0.964500917321429
"12022" 5 "STANDING" "fBodyAccmean()Y" -0.890796360535714
"12023" 5 "STANDING" "fBodyAccmean()Z" -0.915083799107143
"12024" 5 "STANDING" "fBodyAccmeanFreq()X" -0.0164066779678571
"12025" 5 "STANDING" "fBodyAccmeanFreq()Y" -0.00894413194107143
"12026" 5 "STANDING" "fBodyAccmeanFreq()Z" -0.028287522525
"12027" 5 "STANDING" "fBodyAccstd()X" -0.97066840875
"12028" 5 "STANDING" "fBodyAccstd()Y" -0.867933178017857
"12029" 5 "STANDING" "fBodyAccstd()Z" -0.858231387857143
"12030" 5 "STANDING" "fBodyBodyAccJerkMagmean()" -0.941825903035714
"12031" 5 "STANDING" "fBodyBodyAccJerkMagmeanFreq()" 0.140971600726786
"12032" 5 "STANDING" "fBodyBodyAccJerkMagstd()" -0.943601960178571
"12033" 5 "STANDING" "fBodyBodyGyroJerkMagmean()" -0.952286438035714
"12034" 5 "STANDING" "fBodyBodyGyroJerkMagmeanFreq()" -0.0393135966410714
"12035" 5 "STANDING" "fBodyBodyGyroJerkMagstd()" -0.946196462857143
"12036" 5 "STANDING" "fBodyBodyGyroMagmean()" -0.904543921607143
"12037" 5 "STANDING" "fBodyBodyGyroMagmeanFreq()" -0.157768871232143
"12038" 5 "STANDING" "fBodyBodyGyroMagstd()" -0.868913993928571
"12039" 5 "STANDING" "fBodyGyromean()X" -0.909661802321429
"12040" 5 "STANDING" "fBodyGyromean()Y" -0.939373524464286
"12041" 5 "STANDING" "fBodyGyromean()Z" -0.907190836607143
"12042" 5 "STANDING" "fBodyGyromeanFreq()X" -0.178598410944643
"12043" 5 "STANDING" "fBodyGyromeanFreq()Y" -0.162944927001786
"12044" 5 "STANDING" "fBodyGyromeanFreq()Z" -0.109180363773214
"12045" 5 "STANDING" "fBodyGyrostd()X" -0.912780915714286
"12046" 5 "STANDING" "fBodyGyrostd()Y" -0.931857811428571
"12047" 5 "STANDING" "fBodyGyrostd()Z" -0.91678935625
"12048" 5 "STANDING" "tBodyAccJerkMagmean()" -0.956863566071429
"12049" 5 "STANDING" "tBodyAccJerkMagstd()" -0.942962047678571
"12050" 5 "STANDING" "tBodyAccJerkmean()X" 0.0725189859107143
"12051" 5 "STANDING" "tBodyAccJerkmean()Y" -0.00221990214464286
"12052" 5 "STANDING" "tBodyAccJerkmean()Z" -0.0122812220569643
"12053" 5 "STANDING" "tBodyAccJerkstd()X" -0.962647080178571
"12054" 5 "STANDING" "tBodyAccJerkstd()Y" -0.931217140714286
"12055" 5 "STANDING" "tBodyAccJerkstd()Z" -0.963832118928571
"12056" 5 "STANDING" "tBodyAccMagmean()" -0.906104701071429
"12057" 5 "STANDING" "tBodyAccMagstd()" -0.87977380125
"12058" 5 "STANDING" "tBodyAccmean()X" 0.282544390892857
"12059" 5 "STANDING" "tBodyAccmean()Y" -0.00700418554517857
"12060" 5 "STANDING" "tBodyAccmean()Z" -0.102171095696429
"12061" 5 "STANDING" "tBodyAccstd()X" -0.968591815714286
"12062" 5 "STANDING" "tBodyAccstd()Y" -0.869439913392857
"12063" 5 "STANDING" "tBodyAccstd()Z" -0.869327321785714
"12064" 5 "STANDING" "tBodyGyroJerkMagmean()" -0.958405900892857
"12065" 5 "STANDING" "tBodyGyroJerkMagstd()" -0.947970723571429
"12066" 5 "STANDING" "tBodyGyroJerkmean()X" -0.0922249863035714
"12067" 5 "STANDING" "tBodyGyroJerkmean()Y" -0.0399108188821429
"12068" 5 "STANDING" "tBodyGyroJerkmean()Z" -0.0422221341625
"12069" 5 "STANDING" "tBodyGyroJerkstd()X" -0.941930044107143
"12070" 5 "STANDING" "tBodyGyroJerkstd()Y" -0.961177741607143
